level,total_days,component
1,9.640425531914893,72781
2,58.274226679283785,7278H
3,127.65957446808511,7374V1F
4,43.0,7374V
5,83.03628522139161,7777Y2F
6,37.29787234042553,7777Y
7,30.638297872340424,7377N
8,115.74468085106383,4011W
