level,total_days,component
1,9.762542127659575,72316
2,56.82255319148936,7213A
3,42.21276595744681,7213S
4,43.85853939045428,7505L
5,46.773106382978725,7303Z
6,115.74468085106383,4020W
7,6.900517538815412,3315H
8,0.3450258769407706,3311U
