level,total_days,component
1,9.522340425531915,72396
2,55.37553191489362,7339A
3,42.04255319148936,7011T1H
4,42.659574468085104,7011T
5,95.41690626797009,7011W
6,90.37206382978724,7228R
7,0.5349829787234043,4461S
