level,total_days,component
1,9.42008510638298,72780
2,55.15154382978724,7280N
3,63.06382978723404,7777Y1F
4,44.534790109258196,7275Y
5,30.638297872340424,7377N
6,115.74468085106383,4011W
7,73.57446808510637,5954A
8,115.74468085106383,8047W
