level,total_days,component
1,10.226382978723404,72841
2,56.0736170212766,7240A
3,127.65957446808511,7374V1F
4,43.00057504312824,7272V
5,90.25531914893617,7221N
6,90.33813191489362,7228R
7,90.33813191489362,7228R
8,115.74468085106383,4999W
9,73.57446808510637,5955Z
10,115.74468085106383,8024W
11,115.74468085106383,8024W
