level,total_days,component
1,9.640425531914893,72737
2,74.85567348779442,7237Q
3,63.06382978723404,7374M1F
4,62.5531914893617,5243V1F
5,42.87527314548591,7271B1P
6,42.659574468085104,7271B
7,73.57446808510637,5955Z
8,115.74468085106383,4999W
9,73.57446808510637,5955Z
10,115.74468085106383,8024W
