level,total_days,component
1,10.04791489361702,3551169
2,17.131564382978723,5169B
3,54.97872340425532,5144G
4,61.361702127659576,5254A1H
5,42.829787234042556,5254A
6,73.57446808510637,5254E
7,115.74468085106383,8067W
8,73.57446808510637,5954G
9,115.74468085106383,8045W
10,115.74468085106383,8045W
