level,total_days,component
1,10.846808510638297,62794
2,56.67446808510638,6179A
3,63.06382978723404,6166J1F
4,43.34042553191489,6166J
5,47.659574468085104,6166K
6,115.74468085106383,8027W
7,41.702127659574465,6166N
8,115.74468085106383,8048W
