level,total_days,component
1,9.60595744680851,72850
2,55.38765957446809,7250A
3,63.06382978723404,7293Q1F
4,44.534790109258196,7275Y
5,28.829787234042552,5821Q
6,90.25531914893617,7221N
7,115.74468085106383,4998W
8,115.74468085106383,4998W
9,42.659574468085104,7192L
10,0.1702127659574468,5201A
11,0.0851063829787234,5201J
