level,total_days,component
1,9.53063829787234,72494
2,55.30238297872341,7181A
3,41.95744680851064,7181Q
4,44.01955146635998,7080Q
5,73.57446808510637,5954F
6,115.74468085106383,8014W
7,73.57446808510637,5954F
8,115.74468085106383,8014W
