level,total_days,component
1,9.450918723404255,72491
2,55.25370212765958,7080A
3,42.04255319148936,7080M
4,44.01955146635998,7080Q
5,41.02127659574468,3420Z1H
6,43.34042553191489,3420Z
7,73.57446808510637,5954F
8,115.74468085106383,8014W
