level,total_days,component
1,9.60595744680851,72278
2,55.81319148936171,7178A
3,42.723404255319146,7254Q1H
4,92.63829787234042,7201L
5,115.74468085106383,4160W
6,115.74468085106383,4020W
7,115.74468085106383,4007W
8,115.74468085106383,8013W
9,115.74468085106383,4007W
