level,total_days,component
1,12.570212765957447,72561
2,54.16382978723404,7256B
3,64.54399079930995,7256Z
4,61.97469810235768,7287M
5,102.17372052903968,7456M1H
6,115.74468085106383,4020W
7,115.74468085106383,4015W
8,115.74468085106383,8054W
9,6.808510638297872,7221A
10,0.1702127659574468,7203V
