level,total_days,component
1,9.83,72566
2,56.03787234042554,7441A
3,54.46808510638298,701167HH
4,83.6975273145486,7441X
5,45.483611270845316,701165HH
6,6.900517538815412,3318C
7,0.05668085106382978,7208A
