level,total_days,component
1,9.507659574468086,72821
2,55.39446808510639,7291A
3,42.04255319148936,7290L
4,42.04255319148936,7505L1F
5,43.85853939045428,7505L
6,90.25531914893617,7221N
7,90.29967574468085,7228R
8,6.900517538815412,3315H
9,0.3450258769407706,3311U
