level,total_days,component
1,9.778297872340426,62784
2,55.48127659574469,6298B
3,62.04255319148936,6167M1F
4,44.37607820586544,6399A
5,41.702127659574465,6167Z
6,115.74468085106383,8028W
7,41.702127659574465,6167Z
8,115.74468085106383,8028W
