level,total_days,component
1,9.476595744680852,25296
2,55.39446808510639,7296A
3,127.65957446808511,7374V1F
4,43.00057504312824,7296U
5,6.808510638297872,7221A
6,90.25531914893617,7221N
7,90.29628255319149,7228R
8,0.39919251063829786,4461S
