level,total_days,component
1,9.42008510638298,72952
2,55.33012765957447,7295A
3,41.70212765957447,7295M
4,46.917768832662446,7250Y
5,6.900517538815412,7221X
6,90.25531914893617,7221N
7,90.29288936170212,7228R
8,115.74468085106383,8047W
