level,total_days,component
1,9.553234042553191,3551125
2,55.33046808510639,5194A
3,61.361702127659576,5113L1H
4,51.42553191489362,5113L
5,73.57446808510637,5954G
6,115.74468085106383,8045W
7,115.74468085106383,8046W
8,51.42553191489362,5113L
9,73.57446808510637,5954G
10,115.74468085106383,8045W
