level,total_days,component
1,9.640425531914893,62785
2,55.33829787234043,6285A
3,41.10638297872341,6285K
4,43.853939045428405,7520J
5,6.900517538815412,7451V
6,56.645446808510634,7450G
7,0.5957446808510638,9083A
8,0.1276595744680851,7203B
