level,total_days,component
1,10.493446808510638,72530
2,50.9468085106383,7253A
3,41.191489361702125,7224C1H
4,43.00057504312824,7252R
5,1.1914893617021276,7224H
6,39.68085106382979,7224C
7,115.74468085106383,4019W
8,5.617021276595745,7224A
9,115.74468085106383,4019W
