level,total_days,component
1,10.812340425531914,72840
2,56.681276595744684,7246A
3,63.06382978723404,5240L1F
4,61.702127659574465,7275Z2F
5,90.25531914893617,7221N
6,90.4365344680851,7228R
7,115.74468085106383,4999W
8,115.74468085106383,8047W
9,115.74468085106383,8024W
