,component,days,delay,level,preparation,temps_indirect,total_days
0,72481,0.41315063829787235,9,1,0.0,0.0,9.413150638297873
0,7081A,48.20944680851064,7,2,0.0,0.0,55.20944680851064
0,7361E,9.729021276595745,7,2,0.0,0.0,16.729021276595745
0,7081B,9.83652765957447,7,2,0.0,0.0,16.83652765957447
0,7081C,9.83652765957447,7,2,0.0,0.0,16.83652765957447
0,7081D,9.848313191489362,7,2,0.0,0.0,16.84831319148936
0,7081E,9.838534468085108,7,2,0.0,0.0,16.838534468085108
0,7081F,9.92136,7,2,0.0,0.0,16.92136
0,7360G,9.938978723404256,7,2,0.0,0.0,16.938978723404254
0,7436L,9.938978723404256,7,2,0.0,0.0,16.938978723404254
0,7361H,36.83259574468085,7,2,0.0,0.0,43.83259574468085
0,7203Y,0.1064919574468085,0,3,0.0,0.0,0.1064919574468085
0,3420Z1H,1.0212765957446808,40,3,0.0,0.0,41.02127659574468
0,7360Z,1.163063829787234,0,3,0.0,0.0,1.163063829787234
0,7081G,41.02127659574468,0,3,0.0,0.0,41.02127659574468
0,7081H,41.02127659574468,0,3,0.0,0.0,41.02127659574468
0,7081J,41.02127659574468,0,3,0.0,0.0,41.02127659574468
0,7081K,41.95744680851064,0,3,0.0,0.0,41.95744680851064
0,7081L,41.95744680851064,0,3,0.0,0.0,41.95744680851064
0,7114X,0.0,0,3,0.0,0.0,0.0
0,7114V,0.3404255319148936,0,3,0.0,0.0,0.3404255319148936
0,7114Z,0.2837446808510638,0,3,0.0,0.0,0.2837446808510638
0,7203V,0.1702127659574468,0,4,0.0,0.0,0.1702127659574468
0,3420Z,28.340425531914892,15,4,0.0,0.0,43.34042553191489
0,7081M,2.382978723404255,0,4,0.0,0.0,2.382978723404255
0,7081J,41.02127659574468,0,4,0.0,0.0,41.02127659574468
0,7081M,2.382978723404255,0,4,0.0,0.0,2.382978723404255
0,7081S,0.6808510638297872,0,4,0.0,0.0,0.6808510638297872
0,7081M,2.382978723404255,0,4,0.0,0.0,2.382978723404255
0,800455,40.851063829787236,0,4,0.0,0.0,40.851063829787236
0,7080Q,4.019551466359977,40,4,0.0,0.0,44.01955146635998
0,7208A,0.05668085106382978,0,4,0.0,0.0,0.05668085106382978
0,7210P,0.05668085106382978,0,4,0.0,0.0,0.05668085106382978
0,7434V,20.76595744680851,0,4,0.0,0.0,20.76595744680851
0,5954F,73.57446808510637,0,5,0.0,0.0,73.57446808510637
0,7203B,0.1276595744680851,0,5,0.0,0.0,0.1276595744680851
0,7081S,0.6808510638297872,0,5,0.0,0.0,0.6808510638297872
0,7081M,2.382978723404255,0,5,0.0,0.0,2.382978723404255
0,7203B,0.1276595744680851,0,5,0.0,0.0,0.1276595744680851
0,8600W,0.5106382978723404,0,5,0.0,0.0,0.5106382978723404
0,7203B,0.1276595744680851,0,5,0.0,0.0,0.1276595744680851
0,7177T,6.900517538815412,0,5,0.0,0.0,6.900517538815412
0,7434S,0.6900517538815412,0,5,0.0,0.0,0.6900517538815412
0,3335C,0.08625646923519265,0,5,0.0,0.0,0.08625646923519265
0,3420Z1H,1.0212765957446808,40,5,0.0,0.0,41.02127659574468
0,7771C,11.040828062104659,0,5,0.0,0.0,11.040828062104659
0,5830A,0.1702127659574468,0,6,0.0,0.0,0.1702127659574468
0,8014W,115.74468085106383,0,6,0.0,0.0,115.74468085106383
0,4461S,0.38819029787234044,0,6,0.0,0.0,0.38819029787234044
0,8600W,0.5106382978723404,0,6,0.0,0.0,0.5106382978723404
0,7203B,0.1276595744680851,0,6,0.0,0.0,0.1276595744680851
0,7210P,0.05668085106382978,0,6,0.0,0.0,0.05668085106382978
0,7177T,6.900517538815412,0,6,0.0,0.0,6.900517538815412
0,3318C,6.900517538815412,0,6,0.0,0.0,6.900517538815412
0,3420Z,28.340425531914892,15,6,0.0,0.0,43.34042553191489
0,7210P,0.05668085106382978,0,7,0.0,0.0,0.05668085106382978
0,5954F,73.57446808510637,0,7,0.0,0.0,73.57446808510637
0,5830A,0.1702127659574468,0,8,0.0,0.0,0.1702127659574468
0,8014W,115.74468085106383,0,8,0.0,0.0,115.74468085106383
0,4461S,0.3837508085106383,0,8,0.0,0.0,0.3837508085106383
